1454435650547.001,23.65,169.,11.0
1454435835711.028,20.35,175.,11.0
1454437515959.3489,20.26,156.,11.7
1454437924599.9019,17.66,175.,11.2
1454438244916.282,18.37,174.,11.8
1454438410855.133,17.90,175.,11.6
1454438749385.659,18.66,169.,11.9
1454440156252.296,18.00,171.,11.3
1454440358199.0261,16.41,160.,11.7
1454440785554.138,17.91,165.,11.5
1454441219847.97,17.45,167.,11.4
1454441979800.973,17.28,169.,11.6
